Source / Medium,date_launched,date_ended,Users,New Users,Sessions,Bounce Rate,Pageviews,Avg. Session Duration,Conversion Rate (%),Transactions,Quantity Sold,Revenue,Month,WeekDayName,Year
Organic,2019-09-13,4/13/2020,55873,38942,80705,53.61,110867,216,3.09,374,283,33677,September,Friday,2019
Paid Search,2019-10-24,5/31/2020,53347,35565,74901,72.16,108190,60,2.06,209,173,14878,October,Thursday,2019
Email,2019-07-19,2/4/2020,125871,95357,174185,58.76,239284,173,5.15,718,645,281220,July,Friday,2019
Social,2019-05-08,10/27/2019,166357,115946,223490,70.1,295729,156,8.25,668,486,30132,May,Wednesday,2019
Display,2020-05-01,11/28/2020,13760,10285,19598,45.36,27318,60,7.22,107,82,8200,May,Friday,2020
Display,2020-10-10,4/16/2021,198231,142166,272317,73.2,379593,69,6.19,730,575,220800,October,Saturday,2020
Affiliates,2020-08-07,3/9/2021,1323,1100,1463,60.36,3756,124,0.62,9,11,1706,August,Friday,2020
Organic,2019-06-06,12/10/2019,39018,29953,54389,57.73,67574,190,9.28,230,195,25155,June,Thursday,2019
Social,2019-11-27,6/22/2020,21758,16483,27912,43.3,35524,121,11.34,158,97,6887,November,Wednesday,2019
Affiliates,2020-04-20,11/11/2020,35762,24564,49489,53.61,60487,138,2.06,230,158,63358,April,Monday,2020
Organic,2020-02-02,8/7/2020,115117,89535,159303,63.92,210795,259,3.09,575,366,68808,February,Sunday,2020
Paid Search,2019-11-19,5/5/2020,194,155,267,0.0,827,212,20.22,54,101,15128,November,Tuesday,2019
Social,2020-12-14,,64839,49775,91692,61.86,132444,268,2.06,350,240,32400,December,Monday,2020
Affiliates,2019-01-28,9/7/2019,198432,150327,278607,55.67,393990,95,11.34,1235,1085,317905,January,Monday,2019
Direct,2020-09-21,3/19/2021,130889,91226,175841,42.27,214917,95,3.09,1015,800,125600,September,Monday,2020
Affiliates,2019-07-21,1/26/2020,159994,108279,224638,67.01,315401,164,8.25,741,509,191384,July,Sunday,2019
Social,2019-04-08,9/29/2019,99342,74256,129446,72.16,172595,268,12.37,360,229,65494,April,Monday,2019
Display,2020-07-09,12/30/2020,136115,93493,181487,57.73,245649,242,12.37,767,581,167909,July,Thursday,2020
Direct,2019-09-21,3/9/2020,164,153,180,57.78,879,179,0.0,0,0,0,September,Saturday,2019
Email,2019-09-19,3/28/2020,105302,77647,146785,72.16,212023,69,7.22,409,293,16115,September,Thursday,2019
Display,2019-06-05,12/12/2019,182048,134237,253764,52.58,315283,156,12.37,1203,790,62410,June,Wednesday,2019
Referral,2019-12-21,6/21/2020,14839,10642,20984,43.3,29886,225,12.37,119,81,32805,December,Saturday,2019
Email,2020-05-01,10/13/2020,149333,110114,211178,59.79,290103,86,9.28,849,532,70224,May,Friday,2020
Display,2020-03-24,10/15/2020,293,120,360,14.17,2956,357,2.22,8,18,1224,March,Tuesday,2020
Referral,2019-05-16,12/6/2019,79734,61210,108728,46.39,148265,86,8.25,583,365,55115,May,Thursday,2019
Paid Search,2019-10-26,6/1/2020,143674,107393,197370,47.42,241230,138,9.28,1038,650,270400,October,Saturday,2019
Email,2020-03-29,9/17/2020,184655,134295,233150,71.13,292026,225,9.28,673,544,112608,March,Sunday,2020
Display,2020-10-13,4/4/2021,147263,107100,199326,57.73,283889,121,5.15,843,579,185859,October,Tuesday,2020
Display,2020-04-23,11/17/2020,101961,72094,130798,59.79,187609,112,2.06,526,383,173499,April,Thursday,2020
Display,2019-05-25,12/25/2019,198237,142170,274328,61.86,340832,86,7.22,1046,951,398469,May,Saturday,2019
Affiliates,2020-03-12,9/17/2020,76239,53906,100882,53.61,140623,121,4.12,468,383,34087,March,Thursday,2020
Social,2019-05-03,11/15/2019,15691,12046,21872,50.52,30488,52,8.25,108,87,16530,May,Friday,2019
Organic,2020-02-09,8/3/2020,3762,2888,5206,41.24,7309,190,9.28,31,19,6859,February,Sunday,2020
Referral,2019-05-30,1/2/2020,116387,89348,145778,57.73,179646,78,2.06,616,404,67468,May,Thursday,2019
Display,2019-06-27,12/24/2019,62375,42843,86947,53.61,123834,251,10.31,403,346,58474,June,Thursday,2019
Direct,2019-01-21,8/12/2019,9377,6535,12219,65.98,15058,242,8.25,42,29,2233,January,Monday,2019
Referral,2019-09-25,3/27/2020,9475,6795,12920,62.89,18532,216,12.37,48,30,3630,September,Wednesday,2019
Display,2019-11-20,6/8/2020,165412,115287,233916,74.23,292986,69,11.34,603,518,56980,November,Wednesday,2019
Organic,2019-05-23,12/29/2019,29079,21736,42003,42.27,54731,60,11.34,242,208,58864,May,Thursday,2019
Direct,2020-02-04,7/19/2020,126496,84331,168661,72.16,211252,156,10.31,470,361,109744,February,Tuesday,2020
Direct,2019-12-17,7/12/2020,2202,1439,2714,52.47,8588,122,0.26,7,12,1242,December,Tuesday,2019
Direct,2019-01-01,8/8/2019,169789,132058,236676,59.79,315568,233,1.03,952,846,312174,January,Tuesday,2019
Email,2020-12-17,,23599,17640,30750,46.39,39758,138,11.34,165,123,53259,December,Thursday,2020
Paid Search,2020-08-06,2/22/2021,70935,54455,91714,72.16,123212,147,11.34,255,196,38612,August,Thursday,2020
Affiliates,2020-09-08,4/1/2021,188895,133562,259492,49.48,364337,181,7.22,1311,1033,291306,September,Tuesday,2020
Paid Search,2019-05-08,11/20/2019,33019,24014,43692,46.39,58697,156,12.37,234,154,41272,May,Wednesday,2019
Referral,2020-07-16,2/17/2021,84094,63708,110426,69.07,153927,69,11.34,342,301,46956,July,Thursday,2020
Email,2020-07-22,2/16/2021,57608,43061,73319,45.36,104424,138,6.19,401,324,64800,July,Wednesday,2020
Display,2019-06-07,1/9/2020,29850,21408,37086,50.52,52445,60,6.19,184,152,58824,June,Friday,2019
Organic,2020-02-04,9/9/2020,127955,87888,171899,49.48,244826,69,4.12,868,736,89056,February,Tuesday,2020
Affiliates,2019-12-05,6/26/2020,24697,18460,30435,56.7,37506,225,9.28,132,80,33680,December,Thursday,2019
Email,2019-08-26,3/14/2020,195911,146439,263194,70.1,332316,138,11.34,787,525,37800,August,Monday,2019
Social,2019-07-06,2/5/2020,148834,100726,187922,54.64,263850,69,2.06,852,577,77318,July,Saturday,2019
Direct,2020-05-19,12/8/2020,154765,104740,192284,48.45,268032,86,3.09,991,901,103615,May,Tuesday,2020
Paid Search,2020-09-18,4/29/2021,112150,81564,159729,72.16,211359,130,11.34,445,328,20336,September,Friday,2020
Paid Search,2019-09-05,4/10/2020,69304,51103,95205,62.89,125017,233,3.09,353,264,71280,September,Thursday,2019
Email,2020-07-07,1/8/2021,171536,114357,209655,61.86,300717,207,3.09,800,574,139482,July,Tuesday,2020
Paid Search,2020-06-07,12/8/2020,175408,118710,232106,51.55,325886,60,5.15,1125,920,378120,June,Sunday,2020
Display,2020-03-03,10/6/2020,12385,9633,17639,64.95,21559,199,6.19,62,41,13448,March,Tuesday,2020
Direct,2020-09-01,4/12/2021,88915,66462,112266,47.42,141750,121,1.03,590,393,117507,September,Tuesday,2020
Social,2019-03-18,9/13/2019,172237,114825,231389,70.1,306181,277,8.25,692,517,45496,March,Monday,2019
Affiliates,2020-06-10,12/27/2020,116633,80112,163757,42.27,218343,104,3.09,945,592,47952,June,Wednesday,2020
Email,2020-05-06,11/7/2020,134565,100584,169905,73.2,228256,69,11.34,455,363,51183,May,Wednesday,2020
Direct,2019-09-13,3/8/2020,96490,74073,124755,60.82,177681,225,6.19,489,356,25632,September,Friday,2019
Display,2019-10-05,4/9/2020,155081,117486,211474,59.79,262740,216,11.34,850,687,279609,October,Saturday,2019
Affiliates,2020-09-26,3/31/2021,51484,38483,65525,50.52,92000,225,2.06,324,236,72924,September,Saturday,2020
Referral,2019-07-14,2/12/2020,181872,126759,251681,60.82,340659,259,11.34,986,817,153596,July,Sunday,2019
Email,2020-04-15,11/12/2020,15866,12340,21635,46.39,27317,112,12.37,116,97,35211,April,Wednesday,2020
Organic,2020-08-16,3/3/2021,28144,19900,39800,62.89,51057,138,9.28,148,114,15732,August,Sunday,2020
Email,2020-12-20,,31676,21117,44474,57.73,64240,121,11.34,188,158,24332,December,Sunday,2020
Affiliates,2020-06-14,12/28/2020,141836,106019,194845,44.33,273570,225,9.28,1085,756,266868,June,Sunday,2020
Organic,2019-03-01,8/30/2019,83521,61586,117267,54.64,169386,147,3.09,532,425,88825,March,Friday,2019
Affiliates,2020-11-29,,94713,73666,133938,68.04,166408,130,8.25,428,285,98610,November,Sunday,2020
Paid Search,2020-03-14,9/16/2020,131107,100648,165539,65.98,214030,199,12.37,563,427,182329,March,Saturday,2020
Organic,2019-09-19,4/28/2020,45720,32327,64655,69.07,79023,69,2.06,200,127,36068,September,Thursday,2019
Social,2020-06-14,1/4/2021,102123,82461,163446,67.1,425410,80,0.7,1138,1987,167113,June,Sunday,2020
Paid Search,2019-02-25,9/2/2019,95044,68163,117125,54.64,154984,173,6.19,531,483,182091,February,Monday,2019
Email,2020-10-25,4/9/2021,71264,49669,100777,67.01,134369,251,7.22,332,298,130822,October,Sunday,2020
Paid Search,2019-08-08,3/18/2020,170228,123802,220093,63.92,311243,225,8.25,794,545,99190,August,Thursday,2019
Affiliates,2019-06-24,12/13/2019,7434,5256,10513,45.36,15185,121,10.31,57,50,10400,June,Monday,2019
Social,2020-12-30,,30380,21174,40200,56.7,52788,104,11.34,174,120,41040,December,Wednesday,2020
Email,2020-08-29,3/30/2021,226,116,373,24.66,2475,299,4.83,18,31,2977,August,Saturday,2020
Social,2020-06-30,2/1/2021,75812,50541,96488,53.61,119879,268,6.19,448,335,98825,June,Tuesday,2020
Paid Search,2020-05-23,12/21/2020,182740,142131,251037,65.98,327109,242,12.37,854,569,213944,May,Saturday,2020
Affiliates,2020-04-08,10/27/2020,20989,14629,26077,69.07,33716,259,2.06,81,69,29601,April,Wednesday,2020
Referral,2019-01-02,8/8/2019,172059,119920,241578,51.55,295262,259,4.12,1170,745,83440,January,Wednesday,2019
Paid Search,2020-01-27,7/18/2020,187885,138541,260002,61.86,357174,104,6.19,992,832,282048,January,Monday,2020
Referral,2020-08-24,3/7/2021,115769,86534,164883,73.2,203189,156,2.06,442,348,137460,August,Monday,2020
Email,2020-02-03,8/19/2020,179746,125278,254186,60.82,362022,86,2.06,996,835,128590,February,Monday,2020
Social,2019-05-12,10/27/2019,82931,64502,101360,59.79,143337,259,6.19,408,301,58093,May,Sunday,2019
Email,2020-07-30,2/11/2021,59784,44687,78504,69.07,99914,147,11.34,243,196,12152,July,Thursday,2020
Display,2020-07-17,2/9/2021,103713,80666,130951,54.64,178570,104,5.15,594,516,229620,July,Friday,2020
Affiliates,2019-06-08,1/6/2020,71981,47987,94521,41.24,129847,207,9.28,555,398,118206,June,Saturday,2019
Referral,2019-03-30,10/12/2019,64343,48095,83841,43.3,105013,104,6.19,475,365,29565,March,Saturday,2019
Email,2019-06-01,11/14/2019,24428,16285,33558,51.55,45083,259,12.37,163,137,36305,June,Saturday,2019
Display,2020-05-07,11/22/2020,197890,135924,275847,60.82,356651,233,1.03,1081,721,74263,May,Thursday,2020
Display,2020-08-25,2/14/2021,107491,77090,141150,63.92,202458,95,8.25,509,360,164520,August,Tuesday,2020
Email,2019-01-06,8/12/2019,145319,113026,196694,73.2,276166,199,8.25,527,335,57620,January,Sunday,2019
Direct,2020-08-08,2/16/2021,112556,80722,148938,74.23,201593,225,10.31,384,330,42570,August,Saturday,2020
Referral,2020-01-01,8/6/2020,107284,76941,153882,47.42,222274,207,3.09,809,539,219373,January,Wednesday,2020
Direct,2019-07-28,2/17/2020,85889,65067,114519,56.7,159633,277,1.03,496,411,165222,July,Sunday,2019
Referral,2020-07-07,12/23/2020,96959,69536,133196,61.86,166831,277,12.37,508,390,148200,July,Tuesday,2020
Affiliates,2020-04-22,10/26/2020,160829,110468,203067,45.36,268705,138,5.15,1110,964,101220,April,Wednesday,2020
Affiliates,2019-12-13,6/30/2020,20875,13917,27201,58.76,35444,95,11.34,112,72,7992,December,Friday,2019
Paid Search,2019-07-01,1/4/2020,191245,144883,235676,64.95,316615,60,1.03,826,693,241164,July,Monday,2019
Referral,2019-06-11,1/14/2020,6342,4420,8840,58.76,12590,225,3.09,36,33,12342,June,Tuesday,2019
Direct,2019-11-05,4/18/2020,40090,27132,51834,44.33,66494,251,1.03,289,193,27213,November,Tuesday,2019
Paid Search,2019-12-05,6/11/2020,196067,146555,247559,51.55,350083,199,3.09,1199,739,209876,December,Thursday,2019
Affiliates,2020-08-10,1/31/2021,141802,97399,203393,61.86,275300,225,5.15,776,478,76958,August,Monday,2020
Display,2020-12-08,5/30/2021,101390,77835,128018,62.89,164225,199,9.28,475,389,129537,December,Tuesday,2020
Organic,2020-12-13,,77914,55091,104672,63.92,139563,277,11.34,378,313,95778,December,Sunday,2020
Display,2020-10-14,3/30/2021,126535,92025,162323,57.73,218070,190,12.37,686,568,192552,October,Wednesday,2020
Referral,2020-06-22,12/14/2020,29579,22110,41231,56.7,53309,259,7.22,179,116,8004,June,Monday,2020
Referral,2020-04-08,11/11/2020,90153,66476,122025,61.86,167630,147,7.22,465,348,134328,April,Wednesday,2020
Affiliates,2020-05-31,1/1/2021,99502,66335,130659,56.7,176852,225,6.19,566,457,40216,May,Sunday,2020
Organic,2020-01-26,7/16/2020,45981,33905,64559,65.98,88035,147,11.34,220,144,35568,January,Sunday,2020
Email,2019-06-27,1/18/2020,30735,21732,40980,54.64,52984,251,5.15,186,141,52593,June,Thursday,2019
Paid Search,2019-10-07,5/18/2020,191777,147223,273137,41.24,347629,216,10.31,1605,1200,258000,October,Monday,2019
Direct,2020-02-15,8/9/2020,43442,33349,53535,52.58,65972,147,12.37,254,177,79473,February,Saturday,2020
Organic,2019-08-11,3/18/2020,58468,40750,83863,70.1,120288,190,10.31,251,195,78780,August,Sunday,2019
Display,2019-11-27,6/13/2020,26390,17593,36519,54.64,46110,233,4.12,166,129,38184,November,Wednesday,2019
Affiliates,2019-09-11,3/3/2020,181860,132262,236969,70.1,292022,164,10.31,709,551,236930,September,Wednesday,2019
Paid Search,2020-11-10,5/4/2021,89328,67673,110081,59.79,137879,277,12.37,443,295,28025,November,Tuesday,2020
Email,2020-08-17,3/30/2021,151404,103995,212577,72.16,289878,147,5.15,592,484,94864,August,Monday,2020
Organic,2020-08-18,2/18/2021,72351,54811,88429,61.86,125944,173,6.19,337,306,52326,August,Tuesday,2020
Referral,2019-05-25,11/23/2019,25669,19187,36818,64.95,52438,164,10.31,129,102,17952,May,Saturday,2019
Display,2019-07-11,2/12/2020,15289,10347,21775,72.16,26834,95,12.37,61,55,13530,July,Thursday,2019
Organic,2020-12-07,5/21/2021,72984,56765,104684,50.52,146981,181,11.34,518,398,112634,December,Monday,2020
Email,2019-11-03,6/5/2020,193723,146760,250470,70.1,318780,181,10.31,749,620,75640,November,Sunday,2019
Organic,2020-12-18,,63462,49359,87180,62.89,110956,69,2.06,324,226,76840,December,Friday,2020
Organic,2020-09-07,4/5/2021,148005,104650,212290,67.01,272332,138,7.22,700,445,157975,September,Monday,2020
Email,2019-06-11,12/12/2019,121801,91043,161171,65.98,231175,259,1.03,548,332,42496,June,Tuesday,2019
Social,2019-06-21,12/5/2019,17141,12293,21123,70.1,28591,225,6.19,63,47,13771,June,Friday,2019
Referral,2020-04-19,10/28/2020,97762,69125,125412,51.55,163416,164,6.19,608,547,57982,April,Sunday,2020
Display,2020-02-20,8/22/2020,73188,55445,96105,41.24,126198,52,1.03,565,502,142568,February,Thursday,2020
Referral,2020-08-12,3/17/2021,156025,116625,222217,59.79,282822,112,8.25,894,731,323102,August,Wednesday,2020
Paid Search,2019-06-18,12/1/2019,97643,72986,135122,45.36,180163,190,1.03,738,447,137676,June,Tuesday,2019
Paid Search,2019-11-17,6/28/2020,175499,136499,249953,58.76,313072,233,1.03,1031,885,259305,November,Sunday,2019
Email,2019-07-27,3/2/2020,68569,46405,91425,51.55,117283,112,11.34,443,282,108288,July,Saturday,2019
Email,2019-01-10,7/15/2019,6782,4932,9111,56.7,12976,216,6.19,39,25,2375,January,Thursday,2019
Paid Search,2019-10-18,5/15/2020,53657,37939,75879,56.7,101172,130,9.28,329,246,56334,October,Friday,2019
Email,2019-07-22,1/11/2020,61871,44997,87494,58.76,107821,199,8.25,361,292,25404,July,Monday,2019
Affiliates,2019-03-17,10/23/2019,102758,74733,146352,54.64,192179,60,6.19,664,584,40296,March,Sunday,2019
Paid Search,2019-12-26,7/30/2020,23929,18611,30697,72.16,43410,130,11.34,85,69,31464,December,Thursday,2019
Organic,2020-07-08,1/29/2021,33871,22581,44477,70.1,62897,199,11.34,133,82,20336,July,Wednesday,2020
Paid Search,2019-01-18,7/15/2019,70442,47673,86096,47.42,122622,233,3.09,453,394,91408,January,Friday,2019
Affiliates,2019-01-28,8/27/2019,76306,53183,105595,61.86,150393,268,10.31,403,358,55490,January,Monday,2019
Referral,2020-01-08,7/12/2020,130221,98652,185466,58.76,267895,104,4.12,765,649,166144,January,Wednesday,2020
Paid Search,2019-10-09,3/22/2020,199357,144987,281919,46.39,358806,181,2.06,1511,1282,569208,October,Wednesday,2019
Affiliates,2020-07-08,1/31/2021,66524,48381,82651,51.55,109366,121,10.31,400,259,60606,July,Wednesday,2020
Display,2019-03-12,9/7/2019,88949,64690,120396,61.86,155664,190,12.37,459,297,73359,March,Tuesday,2019
Social,2020-12-09,,79103,57529,114260,53.61,146576,199,5.15,530,439,136529,December,Wednesday,2020
Social,2019-04-17,10/14/2019,2059,1435,2558,57.73,3488,268,11.34,11,8,3424,April,Wednesday,2019
Email,2019-12-20,6/28/2020,126298,98232,154364,68.04,193345,60,2.06,493,334,59786,December,Friday,2019
Social,2019-01-26,7/15/2019,30795,23330,44171,45.36,62018,60,8.25,241,180,54900,January,Saturday,2019
Direct,2020-12-08,,174142,130167,240984,45.36,314009,242,7.22,1317,971,178664,December,Tuesday,2020
Social,2019-06-18,12/6/2019,31287,23702,44876,44.33,57568,164,4.12,250,172,53492,June,Tuesday,2019
Referral,2019-04-10,11/15/2019,10841,8213,14236,71.13,20419,277,1.03,41,35,4375,April,Wednesday,2019
Direct,2020-10-20,5/16/2021,104854,80494,147219,61.86,212650,259,9.28,561,482,90616,October,Tuesday,2020
Paid Search,2019-10-24,4/8/2020,128898,89838,171864,48.45,223944,69,2.06,886,662,115188,October,Thursday,2019
Organic,2019-06-10,1/8/2020,199205,154937,251521,70.1,309955,112,12.37,752,646,129200,June,Monday,2019
Referral,2020-07-07,1/11/2021,108920,73714,135325,59.79,176333,86,8.25,544,451,204303,July,Tuesday,2020
Referral,2019-10-12,3/28/2020,141985,96091,182142,42.27,228137,138,5.15,1052,776,116400,October,Saturday,2019
Organic,2019-11-12,5/20/2020,26146,17695,37238,59.79,45889,216,6.19,150,114,33402,November,Tuesday,2019
Social,2020-05-19,11/14/2020,30017,20921,39719,53.61,55767,259,3.09,184,119,48671,May,Tuesday,2020
Social,2020-03-19,9/22/2020,28665,20847,40826,49.48,58971,156,8.25,206,175,40250,March,Thursday,2020
Email,2019-08-21,2/11/2020,135044,99578,190971,53.61,233409,147,8.25,886,725,244325,August,Wednesday,2019
Display,2019-07-05,1/25/2020,14302,11124,20370,62.89,25102,216,2.06,76,56,17024,July,Friday,2019
Affiliates,2019-12-12,7/1/2020,4463,3246,5680,53.61,7057,95,10.31,26,17,2958,December,Thursday,2019
Social,2019-02-10,9/8/2019,82466,62474,119118,60.82,172059,259,9.28,467,340,39100,February,Sunday,2019
Display,2020-06-26,1/25/2021,72078,49508,91736,60.82,123241,164,8.25,359,326,93562,June,Friday,2020
Email,2019-03-30,10/11/2019,27499,18333,37221,57.73,53012,156,2.06,157,140,12320,March,Saturday,2019
Direct,2019-09-18,3/16/2020,47487,35016,66194,69.07,85584,181,12.37,205,145,36830,September,Wednesday,2019
Display,2020-03-29,10/22/2020,53249,41416,73150,61.86,104922,199,3.09,279,237,71337,March,Sunday,2020
Social,2019-12-10,6/29/2020,4701,3245,6079,69.45,12912,54,0.26,16,19,3014,December,Tuesday,2019
Direct,2020-06-14,12/12/2020,158108,121376,221990,53.61,298229,173,7.22,1030,707,221998,June,Sunday,2020
Affiliates,2020-07-25,2/13/2021,13038,9746,18833,47.42,23208,207,12.37,99,78,30498,July,Saturday,2020
Referral,2020-11-10,,99134,72097,136184,47.42,173325,233,4.12,716,506,37444,November,Tuesday,2020
Paid Search,2020-12-20,,131024,100584,179993,47.42,252717,233,6.19,946,860,68800,December,Sunday,2020
Social,2020-07-08,2/8/2021,109694,83102,135178,61.86,169314,259,12.37,516,365,36500,July,Wednesday,2020
Referral,2019-01-02,8/9/2019,162844,121722,217125,72.16,300466,138,10.31,604,531,73809,January,Wednesday,2019
Display,2019-02-28,9/30/2019,52671,35646,72888,73.2,101601,233,4.12,195,162,18792,February,Thursday,2019
Display,2020-01-31,7/17/2020,45335,30223,57699,73.2,74601,78,2.06,155,138,47748,January,Friday,2020
Email,2020-06-24,12/16/2020,154503,110805,212247,41.24,270133,138,8.25,1247,982,349592,June,Wednesday,2020
Display,2019-12-19,7/23/2020,91057,64384,119570,70.1,146141,242,10.31,358,231,24717,December,Thursday,2019
